image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: روی کاغذ چی نوشته شده؟\
When the provided information is insufficient, respond with 'قابل به پاسخ نیست'.\
Answer the question in Persian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['قابل به پاسخ نیست', 'پست استرالیا', 'پست', 'قابل به پاسخ نیست', 'پست استرالیا', 'پست استرالیا', 'پست استرالیا', 'پست استرالیا', 'قابل به پاسخ نیست', 'پست استرالیا']	قابل به پاسخ نیست
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: میشه بهم بگید روی این صفحه ی کامپیوتری چی هست لطفاً؟\
When the provided information is insufficient, respond with 'قابل به پاسخ نیست'.\
Answer the question in Persian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['آیکون های ساعت هوا و غیره', 'پنجره شروع', 'دسکتاپ', 'ساعت', 'ساعت', 'آیکون ها', 'آیکون های دسکتاپ', 'قابل به پاسخ نیست', 'آیکون های دسکتاپ', 'آیکون ها']	قابل به پاسخ نیست
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: اين چيه؟\
When the provided information is insufficient, respond with 'قابل به پاسخ نیست'.\
Answer the question in Persian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['خالی', 'سی دی خالی', 'مکسول', 'ماکسل سی دی آر', 'خالی', 'خالی', 'پتو', 'خالی', 'خالی', 'مکسل']	قابل به پاسخ نیست
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: عکس چیه؟\
When the provided information is insufficient, respond with 'قابل به پاسخ نیست'.\
Answer the question in Persian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['پا', 'پا', 'خراش پا', 'پا', 'پا', 'پا', 'پا', 'پا', 'پا', 'پا']	قابل به پاسخ نیست
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: ميشه بهم بگي اين ظرف چيه؟\
