image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cosa c'è scritto sulla carta?\
	['non si può rispondere', 'Australia Post', 'postazione', 'non si può rispondere', 'Australia Post', 'austrrailia post', 'Australia Post', 'Australia Post', 'non si può rispondere', 'Australia Post']	post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Puoi dirmi cosa c'è sullo schermo del computer, per favore?\
	[\"Icone per il tempo dell'orologio ecc.\", 'finestra di avvio', 'desktop', 'orologio', 'orologio', 'icone', 'icone del desktop', 'non si può rispondere', 'icone del desktop', 'icone']	non si può rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Che CD è questo?\
	['in bianco', 'CD in bianco', 'Maxwell', 'Maxell CD r', 'in bianco', 'in bianco', 'copertura', 'in bianco', 'in bianco', 'Maxell']	maxell cd r
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Di cosa è la foto?\
	['piede', 'piede', 'graffio al piede', 'piede', 'piede', 'piede', 'piede', 'piede', 'piede', 'piede']	piede
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Potrebbe dirmi di cosa si tratta, per favore?\
	['caccia', '- Manwich', '- Manwich', 'Caccia, salsa Joe.', 'Salsa di Joe sciatto', '- Manwich', '- Che tipo ? - Joe .', 'non svanita', '- Manwich', 'Joe trasandato .']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001540.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cosa è? - Cosa?\
	['Coca-cola dietetica', 'Coca-cola dietetica può', 'Coca-cola dietetica', '- Posso prendere la cocaina dietetica ?', 'Coca-cola dietetica', 'Coca-cola dietetica', 'Coca-cola dietetica', 'Coke', 'bicarbonato di sodio', '- Posso prendere la cocaina dietetica ?']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003385.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Che spezia è questa?\
	['Signora Dash.', 'non si può rispondere', 'Signora Dash.', 'non si può rispondere', 'Non posso dirlo.', 'tutto spezia', 'miscela di basilico', '- La miscela della tavola della signora Dash .', 'scatto', 'Signora Dash.']	mrs dash
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002460.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cosa è? - Cosa?\
	['bottiglia di rugiada mtn', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'mt rugiada']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001735.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cosa c'è in questa scatola?\
	['caffè', 'non si può rispondere', 'caffè', 'caffè', 'caffè', 'caffè', 'caffè', 'caffè', 'caffè', 'non si può rispondere']	caffè
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002557.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cosa vedi?\
	['pelle', 'porte a pavimento a dita', 'porta', 'porta', 'porta a dita', 'porta', 'non si può rispondere', 'porta', 'casa', 'pelliccia nera']	non posso rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000566.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cosa mostra lo schermo del mio computer?\
	['Vuoi ripristinare il computer utilizzando il ripristino del sistema', 'Ripristino sistema', 'messaggio di ripristino del sistema', 'Chiedendo se vuoi ripristinare il computer utilizzando il ripristino del sistema', 'scatola', 'ripristino del sistema', 'Vuoi ripristinare il computer utilizzando il ripristino del sistema', 'computer non ha iniziato a utilizzare il ripristino del sistema', 'ripristinare impostato', 'ripristino del sistema']	non si può rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003751.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cosa c'è in questa scatola?\
	['cacao caldo', 'miscela di cacao caldo', 'cioccolato caldo', 'miscela di cacao caldo', 'cacao', 'miscela di cacao caldo', 'cacao caldo', 'miscela di cioccolato caldo', 'cacao', 'miscela di cacao']	miscela per cioccolata calda
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000197.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Puoi dirmi il numero 1-800 di questa carta?\
	['800 735 2929', '1 877 328 9677 1 80 732 2929', '1 800 735 2929', '1 877 328 9677', '8007352929', '1 877 328 9677', '1 877 328 9677', '18773289677', '1 877 328 9677', '18007352929']	1-877-328-9677
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000977.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cos'e' questo?\
	['schermo del computer', 'schermo del computer', 'schermo del computer', 'portatile', 'schermo del computer che mostra i risultati della ricerca', 'schermo', 'schermo del computer', 'schermo del computer', 'schermo del monitor', 'schermo del computer']	non posso rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004314.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cos'e' questo?\
	['salsa di salsa sul retro', 'confezionamento', 'salsa per insalata', 'salsa per insalata', 'salsa di insalata balsamico', 'salsa per insalata', 'non si può rispondere', 'salsa per insalata', 'salsa per insalata', 'salsa per insalata']	non posso rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004039.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cosa mostra la foto?\
	['finestra', 'progettazione', 'vetro ghiacciato con vetro nero', 'vetro vetro nella porta', 'finestra di vetro in porta', 'porta', 'vetrate', 'porta', 'finestra', 'finestra']	vetrata
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003622.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Qualcuno puo' dirmi qual e' la domanda di sicurezza sullo schermo, per favore?\
	['arawak', 'non si può rispondere', 'arawak', 'arawak', 'arawak', 'arawak', 'non si può rispondere', 'non si può rispondere', 'arawak', 'arawak']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003019.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cosa è? - Cosa?\
	['vino', 'quercia argentina', 'quercia argentina', 'vino di quercia argentina', 'vino', '- Fabbricazione', 'vino', 'vino', 'quercia argentina 2003 cabernet sauvignon', 'quercia argentina 2003']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003198.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Che marca di monitor e' questo?\
	['Lg', 'non si può rispondere', 'non si può rispondere', 'Lg', 'Lg', 'Lg', 'Lg', 'Lg', 'Lg', 'Lg']	lg
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003541.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Che tipo di bevanda è questa?\
	['bicarbonato di sodio', 'Ginger ale', 'genererale', 'bicarbonato di sodio', 'canada secca', 'canada secca', 'Ginger ale', 'canada secca', 'Ginger ale', 'Ginger ale']	canada dry
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003207.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Di che colore è il tappeto?\
	['di colore beige', 'di colore beige', 'abbronzato', 'grigio', 'marrone', 'Crema', 'abbronzato', 'abbronzato', 'di colore beige', 'marrone']	beige
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001552.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cosa è? - Cosa?\
	['telefono', 'telefono', 'telefono', 'telefono', 'telefono', 'telefono', 'telefono digitale', 'telefono', \"telefono dell' ufficio\", 'telefono']	un telefono
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003827.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Che immagine è questa?\
	['rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rugiada di montagna', 'rosa di montagna', 'bottiglia di rugiada mtn', 'soda di rugiada di montagna', 'mtn rugiada']	beverage
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003740.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. Cos'è questa bottiglia?\
	['non si può rispondere', 'non si può rispondere', 'lozione', 'bicarbonato di sodio', 'non si può rispondere', 'lozione', 'lozione', 'lozione', 'non si può rispondere', 'lozione']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001842.jpg	answer it When the provided information is insufficient, respond with 'non si può rispondere'. - Che cosa è? - Cosa?\
