image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Ano ang nakasulat sa papel?\
	['hindi masasagot ', 'Australia post', 'post', 'hindi masasagot ', 'Australia post', 'Australyano', 'Australia post', 'Australia post', 'hindi masasagot ', 'Australia post']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Maaari mo bang sabihin sa akin kung ano ang nasa screen ng computer na ito?\
	['mga icon para sa oras ng panahon atbp', 'magsimula ng window', 'desktop', 'oras', 'oras', 'mga icon', 'mga icon ng desktop', 'hindi masasagot ', 'mga icon ng desktop', 'mga icon']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Anong CD ito?\
	['walang laman', 'walang laman na cd', 'maxwell', 'Maxell CD r', 'walang laman', 'walang laman', 'panyo', 'walang laman', 'walang laman', 'maxell']	maxell cd r
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Ano ang larawan?\
	['paa', 'paa', 'pag-iskat sa paa', 'paa', 'paa', 'paa', 'paa', 'paa', 'paa', 'paa']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Maaari mo bang sabihin sa akin kung ano ang lata na ito?\
	['paghahanap', 'manwich', 'manwich', 'Hunting Malupit Joe sauce', 'walang-pag-aalaga na sarsa ng joe', 'manwich', 'tao na matapang na walang-pag-aalaga Joe sauce', 'hindi nag-aalis', 'manwich', 'walang-pag-aalaga na Joe']	old joe sauce
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001540.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Ano ba ito?\
	['diet soda ng coca', 'diet coke maaaring', 'diet coke', 'maaaring mag-diet na coca', 'diet coke', 'diet coke', 'diet coke', 'kokaina', 'soda', 'maaaring mag-diet na coca']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003385.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Anong pampalasa ang ito?\
	['si misis dash', 'hindi masasagot ', 'si misis dash', 'hindi masasagot ', 'hindi ko masabi', 'lahat ng pampalasa', 'halo ng basil', 'Mrs. Dash table blend', 'pag-aakyat', 'si misis dash']	mrs dash
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002460.jpg	answer fil When the provided information is insufficient, respond with 'hindi masasagot '. Ano ba ito?\
