image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Wat staat er op het papier?\
When the provided information is insufficient, respond with 'onbeantwoordbaar'.\
Answer the question in Dutch using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['onbeantwoordbaar', 'Australië Post', 'Post', 'onbeantwoordbaar', 'Australië Post', 'Australische post', 'Australië Post', 'Australië Post', 'onbeantwoordbaar', 'Australië Post']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kunt u me vertellen wat er op dit computerscherm staat?\
When the provided information is insufficient, respond with 'onbeantwoordbaar'.\
Answer the question in Dutch using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['iconen voor klok weer enz.', 'Startvenster', 'desktop', 'tijd', 'tijd', 'iconen', 'Desktop pictogrammen', 'onbeantwoordbaar', 'Desktop pictogrammen', 'iconen']	onbeantwoordbaar
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Wat is dit voor cd?\
When the provided information is insufficient, respond with 'onbeantwoordbaar'.\
Answer the question in Dutch using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['leeg', 'lege cd', 'Maxwell', 'Maxell cd r', 'leeg', 'leeg', 'deken', 'leeg', 'leeg', 'Maxell']	maxell
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Waar is de foto van?\
When the provided information is insufficient, respond with 'onbeantwoordbaar'.\
Answer the question in Dutch using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['voet', 'voet', 'Schram op de voet', 'voet', 'voet', 'voet', 'voet', 'voet', 'voet', 'voet']	onbeantwoordbaar
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kunt u me vertellen wat dit voor blik is?\
When the provided information is insufficient, respond with 'onbeantwoordbaar'.\
Answer the question in Dutch using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
