image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Cosa c'è scritto sulla carta?\
When the provided information is insufficient, respond with 'non si può rispondere'.\
Answer the question in Italian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['non si può rispondere', 'Australia Post', 'postazione', 'non si può rispondere', 'Australia Post', 'austrrailia post', 'Australia Post', 'Australia Post', 'non si può rispondere', 'Australia Post']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Puoi dirmi cosa c'è sullo schermo del computer, per favore?\
When the provided information is insufficient, respond with 'non si può rispondere'.\
Answer the question in Italian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	[\"Icone per il tempo dell'orologio ecc.\", 'finestra di avvio', 'desktop', 'orologio', 'orologio', 'icone', 'icone del desktop', 'non si può rispondere', 'icone del desktop', 'icone']	non si può rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Che CD è questo?\
When the provided information is insufficient, respond with 'non si può rispondere'.\
Answer the question in Italian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['in bianco', 'CD in bianco', 'Maxwell', 'Maxell CD r', 'in bianco', 'in bianco', 'copertura', 'in bianco', 'in bianco', 'Maxell']	non si può rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Di cosa è la foto?\
When the provided information is insufficient, respond with 'non si può rispondere'.\
Answer the question in Italian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['piede', 'piede', 'graffio al piede', 'piede', 'piede', 'piede', 'piede', 'piede', 'piede', 'piede']	non si può rispondere
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Potrebbe dirmi di cosa si tratta, per favore?\
When the provided information is insufficient, respond with 'non si può rispondere'.\
Answer the question in Italian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
