image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Ni nini kilichoandikwa kwenye karatasi hiyo?\
When the provided information is insufficient, respond with 'isiyoweza kujibiwa'.\
Answer the question in Swahili using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['isiyoweza kujibiwa', 'Australia posta', 'posta', 'isiyoweza kujibiwa', 'Australia posta', 'Australia posta', 'Australia posta', 'Australia posta', 'isiyoweza kujibiwa', 'Australia posta']	Australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Unaweza kuniambia nini ni kwenye skrini hii ya kompyuta tafadhali?\
When the provided information is insufficient, respond with 'isiyoweza kujibiwa'.\
Answer the question in Swahili using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['icons kwa saa hali ya hewa nk', 'kuanza dirisha', 'eneo-kazi', 'saa', 'saa', 'icons', 'icons desktop', 'isiyoweza kujibiwa', 'icons desktop', 'icons']	isiyoweza kujibiwa
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: CD hii ni nini?\
When the provided information is insufficient, respond with 'isiyoweza kujibiwa'.\
Answer the question in Swahili using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['tupu', 'cd tupu', 'maxwell', 'Maxell cd r', 'tupu', 'tupu', 'blanketi', 'tupu', 'tupu', 'maxell']	CD ni mazoezi ya miguu ya kudumu.
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Ni picha ya nini?\
When the provided information is insufficient, respond with 'isiyoweza kujibiwa'.\
Answer the question in Swahili using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['mguu', 'mguu', 'mikia iliyochorwa', 'mguu', 'mguu', 'mguu', 'mguu', 'mguu', 'mguu', 'mguu']	isiyoweza kujibiwa
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Unaweza kuniambia nini unaweza hii ni tafadhali?\
