image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Τι γράφει στο χαρτί;\
When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'.\
Answer the question in Greek using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['δεν μπορεί να απαντηθεί', 'Αυστραλία', 'Επιστροφή', 'δεν μπορεί να απαντηθεί', 'Αυστραλία', 'Αυστραλία', 'Αυστραλία', 'Αυστραλία', 'δεν μπορεί να απαντηθεί', 'Αυστραλία']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Μπορείτε να μου πείτε τι είναι στην οθόνη του υπολογιστή σας παρακαλώ;\
When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'.\
Answer the question in Greek using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['εικονίδια για το ρολόι καιρού κλπ', 'Πίνακα εκκίνησης', 'επιφάνεια εργασίας', 'ρολόι', 'ρολόι', 'εικονίδια', 'εικονίδια επιφάνειας εργασίας', 'δεν μπορεί να απαντηθεί', 'εικονίδια επιφάνειας εργασίας', 'εικονίδια']	δεν μπορεί να απαντηθεί
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Τι CD είναι αυτό;\
When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'.\
Answer the question in Greek using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['κενό', 'Κενό cd', 'Μαξγουελ', 'Maxell cd r', 'κενό', 'κενό', 'κουβέρτα', 'κενό', 'κενό', 'Μαξέλ']	δεν μπορεί να απαντηθεί
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Τι είναι η φωτογραφία;\
When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'.\
Answer the question in Greek using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['πόδι', 'πόδι', 'γρατζουνιά στο πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι']	πόδι
