image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Vad står det på papperet?\
When the provided information is insufficient, respond with 'omöjlig att besvara'.\
Answer the question in Swedish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['omöjlig att besvara', 'Australien post', 'Post', 'omöjlig att besvara', 'Australien post', 'Australien post', 'Australien post', 'Australien post', 'omöjlig att besvara', 'Australien post']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kan du berätta vad som finns på skärmen?\
When the provided information is insufficient, respond with 'omöjlig att besvara'.\
Answer the question in Swedish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['Klockor, väder etc.', 'Startfönster', 'skrivbord', 'Klockor', 'Klockor', 'Ikoner', 'Skrivbordskärmar', 'omöjlig att besvara', 'Skrivbordskärmar', 'Ikoner']	omöjlig att besvara
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Vilken CD är det här?\
When the provided information is insufficient, respond with 'omöjlig att besvara'.\
Answer the question in Swedish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['Blank', 'tom cd', 'Maxwell', 'Maxell CD r', 'Blank', 'Blank', 'täcke', 'Blank', 'Blank', 'Maxell']	maxell
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Vad är det för bild?\
When the provided information is insufficient, respond with 'omöjlig att besvara'.\
Answer the question in Swedish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['fot', 'fot', 'fotskrapa på', 'fot', 'fot', 'fot', 'fot', 'fot', 'fot', 'fot']	omöjlig att besvara
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kan du berätta vad den här burken är?\
When the provided information is insufficient, respond with 'omöjlig att besvara'.\
Answer the question in Swedish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
