image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι γράφει στο χαρτί;\
	['δεν μπορεί να απαντηθεί', 'Αυστραλία', 'Επιστροφή', 'δεν μπορεί να απαντηθεί', 'Αυστραλία', 'Αυστραλία', 'Αυστραλία', 'Αυστραλία', 'δεν μπορεί να απαντηθεί', 'Αυστραλία']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Μπορείτε να μου πείτε τι είναι στην οθόνη του υπολογιστή σας παρακαλώ;\
	['εικονίδια για το ρολόι καιρού κλπ', 'Πίνακα εκκίνησης', 'επιφάνεια εργασίας', 'ρολόι', 'ρολόι', 'εικονίδια', 'εικονίδια επιφάνειας εργασίας', 'δεν μπορεί να απαντηθεί', 'εικονίδια επιφάνειας εργασίας', 'εικονίδια']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι CD είναι αυτό;\
	['κενό', 'Κενό cd', 'Μαξγουελ', 'Maxell cd r', 'κενό', 'κενό', 'κουβέρτα', 'κενό', 'κενό', 'Μαξέλ']	maxell cd r
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι είναι η φωτογραφία;\
	['πόδι', 'πόδι', 'γρατζουνιά στο πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι', 'πόδι']	πόδι
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Μπορείτε να μου πείτε τι είναι αυτό το κουτί;\
	['κυνήγι', 'Μανουίτς', 'Μανουίτς', 'Κυνηγάει αδιάφορη σάλτσα Τζο', 'Σοσάκι Τζο', 'Μανουίτς', 'Ο άνθρωπος που τολμάει να κάνει την αμέλεια του Τζο Σόους', 'αχούρι', 'Μανουίτς', 'Ο αδιάφορος Τζο.']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001540.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι είναι αυτό; - Τι;\
	['Σωδική κόκα κόκα', 'Κουτάκι για διατροφική κόκα', 'Κόκα', 'Μπορείτε να πάρετε κόκα', 'Κόκα', 'Κόκα', 'Κόκα', 'Κοκαΐνη', 'σόδα', 'Μπορείτε να πάρετε κόκα']	diet coke
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003385.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι μπαχαρικό είναι αυτό;\
	['Κυρία Ντας.', 'δεν μπορεί να απαντηθεί', 'Κυρία Ντας.', 'δεν μπορεί να απαντηθεί', 'Δεν μπορώ να πω.', 'Όλα μπαχαρικά', 'Μείγμα βασιλικού', 'Η μίσχωση του πίνακα της κυρίας Ντασ', 'Δάσκαλο', 'Κυρία Ντας.']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002460.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι είναι αυτό; - Τι;\
	['μπουκάλι δροσιάς mtn', 'βουνό δροσιά', 'βουνό δροσιά', 'βουνό δροσιά', 'βουνό δροσιά', 'βουνό δροσιά', 'βουνό δροσιά', 'βουνό δροσιά', 'βουνό δροσιά', 'mt δροσιά']	mountain dew
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001735.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι έχει μέσα;\
	['Καφέ', 'δεν μπορεί να απαντηθεί', 'Καφέ', 'Καφέ', 'Καφέ', 'Καφέ', 'Καφέ', 'Καφέ', 'Καφέ', 'δεν μπορεί να απαντηθεί']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002557.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι βλέπεις;\
	['δέρμα', 'Πύλες δακτυλικού δαπέδου', 'πόρτα', 'πόρτα', 'Ακρόπολη', 'πόρτα', 'δεν μπορεί να απαντηθεί', 'πόρτα', 'σπίτι', 'μαύρη γούνα από δάχτυλο']	δεν μπορώ να απαντήσω
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000566.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι δείχνει η οθόνη του υπολογιστή μου;\
	['Θέλετε να επαναφέρετε τον υπολογιστή σας χρησιμοποιώντας την επαναφορά συστήματος;', 'Επαναφορά συστήματος εμφανίζεται', 'μήνυμα αποκατάστασης συστήματος', 'ρωτώντας αν θέλετε να αποκαταστήσετε τον υπολογιστή σας χρησιμοποιώντας την αποκατάσταση συστήματος', 'Κουτί', 'Επαναφορά συστήματος', 'Θέλετε να επαναφέρετε τον υπολογιστή σας χρησιμοποιώντας την επαναφορά συστήματος;', 'Ο υπολογιστής δεν ξεκίνησε.', 'Επαναφορά εγκατάστασης', 'Επαναφορά συστήματος']	εικόνα
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003751.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι είναι μέσα σε αυτό το κουτί;\
	['καυτό κακάο', 'Μείγμα καυτό κακάο', 'ζεστή σοκολάτα', 'Μείγμα καυτό κακάο', 'κακάο', 'Μείγμα καυτό κακάο', 'καυτό κακάο', 'Μεικτή ζεστή σοκολάτα', 'κακάο', 'μείγμα κακάο']	κακάο
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000197.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Μπορείτε να μου πείτε τον αριθμό 1-800 σε αυτή την κάρτα;\
	['800 735 2929', '1 877 328 9677 1 80 732 2929', '1 800 735 2929', '1 877 328 9677', 'Αξία:', '1 877 328 9677', '1 877 328 9677', 'Απαλλαγή από την αγορά', '1 877 328 9677', '18007352929']	1-877-328-9677
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000977.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι είναι αυτό;\
	['οθόνη υπολογιστή', 'οθόνη υπολογιστή', 'οθόνη υπολογιστή', 'Λάπτοπ', 'οθόνη υπολογιστή που δείχνει αποτελέσματα αναζήτησης', 'οθόνη', 'οθόνη υπολογιστή', 'οθόνη υπολογιστή', 'οθόνη οθόνης', 'οθόνη υπολογιστή']	δεν μπορώ να απαντήσω
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004314.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι είναι αυτό;\
	['σάλτσα για σαλάτα πίσω', 'σκεύη', 'σάλτσα για σαλάτες', 'σάλτσα για σαλάτες', 'Βαλσαμική σάλτσα για σαλάτες', 'σάλτσα για σαλάτες', 'δεν μπορεί να απαντηθεί', 'σάλτσα για σαλάτες', 'σάλτσα για σαλάτες', 'σάλτσα για σαλάτες']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004039.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Τι δείχνει η εικόνα;\
	['παράθυρο', 'σχεδιασμός', 'μαύρο σχεδιασμό γυάλινου παράθυρου με γρίπη', 'γυάλινο παράθυρο σε πόρτα', 'γυάλινο παράθυρο στην πόρτα', 'πόρτα', 'βιτρίνα', 'πόρτα', 'παράθυρο', 'παράθυρο']	βιτρίνα
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003622.jpg	answer el When the provided information is insufficient, respond with 'δεν μπορεί να απαντηθεί'. Μπορεί κάποιος να μου πει ποια είναι η ερώτηση ασφαλείας στην οθόνη, παρακαλώ;\
