image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: O que está escrito no papel?\
When the provided information is insufficient, respond with 'irrespondível'.\
Answer the question in Portuguese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['irrespondível', 'Australia Post', 'Postal', 'irrespondível', 'Australia Post', 'Austrália', 'Australia Post', 'Australia Post', 'irrespondível', 'Australia Post']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Pode dizer-me o que está no ecrã do computador, por favor?\
When the provided information is insufficient, respond with 'irrespondível'.\
Answer the question in Portuguese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['ícones para o relógio tempo etc', 'Janela de início', 'escritório', 'relógio', 'relógio', 'ícones', 'ícones de desktop', 'irrespondível', 'ícones de desktop', 'ícones']	irrespondível
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Que CD é este?\
When the provided information is insufficient, respond with 'irrespondível'.\
Answer the question in Portuguese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['em branco', 'CD em branco', 'Maxwell', 'Maxell CD r', 'em branco', 'em branco', 'cobertor', 'em branco', 'em branco', 'Maxell']	maxell
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: De que é a foto?\
When the provided information is insufficient, respond with 'irrespondível'.\
Answer the question in Portuguese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['pé', 'pé', 'raspadura no pé', 'pé', 'pé', 'pé', 'pé', 'pé', 'pé', 'pé']	pé
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Pode dizer-me o que é esta lata, por favor?\
When the provided information is insufficient, respond with 'irrespondível'.\
Answer the question in Portuguese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
