image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Hva står det på papiret?\
When the provided information is insufficient, respond with 'kan ikke besvares.'.\
Answer the question in Norwegian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['kan ikke besvares.', 'Australia Post', 'post', 'kan ikke besvares.', 'Australia Post', 'australsk post', 'Australia Post', 'Australia Post', 'kan ikke besvares.', 'Australia Post']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kan du fortelle meg hva som er på denne skjermen?\
When the provided information is insufficient, respond with 'kan ikke besvares.'.\
Answer the question in Norwegian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['ikoner for klokken vær osv', 'Start vinduet', 'skrivebordet', 'klokke', 'klokke', 'ikonene', 'Skrivebordsikoner', 'kan ikke besvares.', 'Skrivebordsikoner', 'ikonene']	kan ikke besvares.
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Hvilken CD er dette?\
When the provided information is insufficient, respond with 'kan ikke besvares.'.\
Answer the question in Norwegian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['tomt', 'tom cd', 'Maxwell', 'Maxell CD r', 'tomt', 'tomt', 'dekke', 'tomt', 'tomt', 'Maxell']	maxell
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Hva er det bildet av?\
When the provided information is insufficient, respond with 'kan ikke besvares.'.\
Answer the question in Norwegian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['fot', 'fot', 'fotkrampe på', 'fot', 'fot', 'fot', 'fot', 'fot', 'fot', 'fot']	Fot
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kan du fortelle meg hva denne kannen er?\
When the provided information is insufficient, respond with 'kan ikke besvares.'.\
Answer the question in Norwegian using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
