image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: ¿Qué está escrito en el papel?\
When the provided information is insufficient, respond with 'no se puede responder'.\
Answer the question in Spanish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['no se puede responder', 'Australia Post y el Reino Unido', 'el puesto', 'no se puede responder', 'Australia Post y el Reino Unido', 'Australia Post y el Reino Unido', 'Australia Post y el Reino Unido', 'Australia Post y el Reino Unido', 'no se puede responder', 'Australia Post y el Reino Unido']	Australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: ¿Puede decirme qué hay en la pantalla de esta computadora, por favor?\
When the provided information is insufficient, respond with 'no se puede responder'.\
Answer the question in Spanish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['iconos para el tiempo del reloj, etc.', 'ventana de inicio', 'escritorio', 'el reloj', 'el reloj', 'las iconas', 'iconos de escritorio', 'no se puede responder', 'iconos de escritorio', 'las iconas']	no se puede responder
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: ¿Qué CD es este?\
When the provided information is insufficient, respond with 'no se puede responder'.\
Answer the question in Spanish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['en blanco', 'CD en blanco', '¿ Qué pasa?', 'Maxell CD r también', 'en blanco', 'en blanco', 'Cubierta', 'en blanco', 'en blanco', '- ¿ Qué?']	no se puede responder
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: ¿De qué es la foto?\
When the provided information is insufficient, respond with 'no se puede responder'.\
Answer the question in Spanish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['el pie', 'el pie', 'rasguño en el pie', 'el pie', 'el pie', 'el pie', 'el pie', 'el pie', 'el pie', 'el pie']	pie
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: ¿Podría decirme qué es esta lata, por favor?\
When the provided information is insufficient, respond with 'no se puede responder'.\
