image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. その紙に何が書いてあるのか.\
	['答えられない', 'オーストラリア郵便局', '郵便局', '答えられない', 'オーストラリア郵便局', 'オーストリア 郵便局', 'オーストラリア郵便局', 'オーストラリア郵便局', '答えられない', 'オーストラリア郵便局']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. このコンピューターの画面に何が書かれているか教えて下さい.\
	['時計の天気等のためのアイコン', '開始ウィンドウ', 'デスクトップ', '時計', '時計', 'アイコン', 'デスクトップアイコン', '答えられない', 'デスクトップアイコン', 'アイコン']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これはどんなCDですか?\
	['空白', '空白CD', 'マックスウェル', 'マクセルCDR', '空白', '空白', '毛布', '空白', '空白', 'マクセル']	maxell cd r
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何の写真か?\
	['足', '足', '足の傷', '足', '足', '足', '足', '足', '足', '足']	足
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この缶は何なのか教えて下さい.\
	['狩り', 'マンウィッチ', 'マンウィッチ', '狩り 怠け者 ジョーソース', 'スラッピー・ジョー・ソース', 'マンウィッチ', '気ないジョーソース', '解散', 'マンウィッチ', '怠け者ジョー']	hunts manwich
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001540.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['ダイエットコークースダ', 'ダイエットコークーン', 'ダイエットコーク', 'ダイエットコカイン', 'ダイエットコーク', 'ダイエットコーク', 'ダイエットコーク', 'コーク', 'ソーダ', 'ダイエットコカイン']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003385.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これは何?\
	['ダッシュさん', '答えられない', 'ダッシュさん', '答えられない', '分からない', '辛口だけ', 'バジルミックス', 'ミセスダッシュテーブルブレンド', 'ダイッシュ', 'ダッシュさん']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002460.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['mtn露瓶', '山露', '山露', '山露', '山露', '山露', '山露', '山露', '山露', 'mt 露']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001735.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この箱には何がある?\
	['カフェ', '答えられない', 'カフェ', 'カフェ', 'カフェ', 'カフェ', 'カフェ', 'カフェ', 'カフェ', '答えられない']	緑 の 山 の コーヒー
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002557.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何が見える?\
	['皮膚', '指の床ドア', 'ドア', 'ドア', '指のドア', 'ドア', '答えられない', 'ドア', '家', '指の黒い毛皮']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000566.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 私のコンピュータ画面が何を表示しているのですか.\
	['システム復元を使用してコンピュータを再起動したいですか?', 'システム復元がポップアップ', 'システム復元メッセージ', 'システム復元を使用してコンピュータを再起動したいかどうか', '箱', 'システム復元', 'システム復元を使用してコンピュータを再起動したいですか?', 'コンピューターは起動しなかった システム復元を使用', '設定を復元する', 'システム復元']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003751.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この箱には何があるの?\
	['熱いココア', '熱いココアミックス', '熱いチョコレート', '熱いココアミックス', 'カコア', '熱いココアミックス', '熱いココア', '熱チョコの混合物', 'カコア', 'カコアミックス']	ホット ココア
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000197.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. このカードの番号を教えて下さい\
	['税金', '労働組合の代表者', '税金制度について', '税金制度について', '税金', '税金制度について', '税金制度について', '税金について', '税金制度について', '18007352929 税金について']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000977.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何だ この...\
	['コンピュータ画面', 'コンピュータ画面', 'コンピュータ画面', 'ラップトップ', '検索結果を表示するコンピュータ画面', 'スクリーン', 'コンピュータ画面', 'コンピュータ画面', '画面', 'コンピュータ画面']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004314.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['サラダドレス', '敷き布団', 'サラダドレス', 'サラダドレス', '酸サラダドレス', 'サラダドレス', '答えられない', 'サラダドレス', 'サラダドレス', 'サラダドレス']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004039.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この写真には何がある?\
	['窓', 'デザイン', 'グラス窓のデザインは黒', '窓のガラスの窓ガラスの扉', '窓の窓とドア', 'ドア', 'ステンドグラス', 'ドア', '窓', '窓']	ステンド グラス の ドア の 写真
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003622.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 誰か教えて下さい 画面に表示されているセキュリティ質問は?\
	['アラワック', '答えられない', 'アラワック', 'アラワック', 'アラワック', 'アラワック', '答えられない', '答えられない', 'アラワック', 'アラワック']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003019.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['ワイン', 'シルバーオーク', 'シルバーオーク', 'シルバーオークワイン', 'ワイン', '瓶', 'ワイン', 'ワイン', 'シルバーオーク 2003 カバーネ・ソーヴィニオン', 'シルバーオーク 2003']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003198.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これはどんなブランドのモニターですか?\
	['ロープ', '答えられない', '答えられない', 'ロープ', 'ロープ', 'ロープ', 'ロープ', 'ロープ', 'ロープ', 'ロープ']	lg
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003541.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これはどんな飲み物?\
	['ソーダ', 'ジンジャー・エール', 'ゼネラル', 'リンゴソーダ', 'カナダ 乾燥', 'カナダ 乾燥', 'ジンジャー・エール', 'カナダ 乾燥', 'ジンジャー・エール', 'ジンジャー・エール']	カナダ ドライ
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003207.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. カーペットはどんな色ですか.\
	['ベージュ', 'ベージュ', 'ブラウン', 'グレー', '青い', 'クリーム', 'ブラウン', 'ブラウン', 'ベージュ', '青い']	ライトグレー
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001552.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['電話', '電話', '電話', '電話', '電話', '電話', 'デジタル電話', '電話', 'オフィス電話', '電話']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003827.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この画像は?\
	['山露', '山露', '山露', '山露', '山露', '山露', ' (山露)', 'mtn露瓶', '山露ソーダ', '露']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003740.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この瓶は何だ?\
	['答えられない', '答えられない', 'ローション', 'ソーダ', '答えられない', 'ローション', 'ローション', 'ローション', '答えられない', 'ローション']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001842.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['アクアフィナ水', '水瓶 アクアフィナ', '水', '水', 'プラスチックボトル アクアフィナブランドの水', '瓶水', '水瓶', 'アクアフィナ水', '水', 'プラスチックボトル水']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000981.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これは何だ?\
	['グーグル検索', 'グーグル検索エンジンタブ', 'Google検索ページ', 'グーグル', 'グーグル', 'コンピュータ', 'Google ホームページ', 'グーグルページ', 'コンピュータ画面', 'コンピュータ画面']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000835.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これは何だ?\
	['鍵', '鍵', '鍵', '鍵', '鍵', '鍵', '鍵', '鍵', '鍵', '鍵']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000966.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 画面上のエラーメッセージを読み聞かせてください.\
	['答えられない', '製品キーが有効でない', '製品キーが有効でない', '答えられない', '製品キーが有効でない', '製品キーが有効でない', '製品キーが有効でない', '製品キーが有効でない 削除 製品キーが有効でない 応答ファイルから削除', '製品キーが有効でない 製品キーを削除する', '製品キーが有効でない']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002910.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 私のノートパソコンは?\
	['机', '机の上に', 'ベッドの隣のトップデスク', '机の上に', '机', '机', '机の上に', '机の上に', '上台', '机']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000002.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. この本のタイトルは何ですか?\
	['犬年', '犬の年: メモア', '犬年', '犬年', '犬年', '犬年', '犬年', '犬年', '犬年', '犬年']	10 years
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001092.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['マックブック', 'キーボード', 'キーボード', 'キーボード', 'コンピュータ', 'キーボード', 'ラップトップ', 'ラップトップ', 'ラップトップ', 'コンピュータ画面のキーボード']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002677.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何が見える?\
	['テーブル窓', '植物', '答えられない', 'テーブル窓', '本ノートペンを', '植物', 'ストップ', '本', '窓', '植物']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002073.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. どのパケットに普通の小麦粉が入っているか.\
	['赤白色パッケージ', '左', 'その1', '左の赤い1', '左', '答えられない', '左', '左', '赤 白 1', '赤 1']	赤の 1.5 kg パケット
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001437.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['サッカー', 'サッカー', 'サッカー', '紫オレンジの毛布のフットボールアライグーター', 'ワニフットボール', 'ワニのソフトフットボール', '詰め物フットボール', '詰め物 オレンジブルーフットボール', '紫色フットボール', 'ワニ']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002884.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何色なんだ?\
	['グレー', '金', '金', 'ベージュ', '赤', '金', '答えられない', '答えられない', '金', '答えられない']	赤
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000789.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['メニュー', '答えられない', 'メニュー', 'メニュー', 'メニュー', 'テーブル内容', 'メニュー', 'メニュー', '価格表', '答えられない']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003999.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. 何してるんだ?\
	['水瓶', 'スプリングバーン', 'スプリングボーン水', 'スプリングボーン', '瓶詰め水', '水', '水瓶', '瓶詰め水', '水瓶', '水']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003602.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これはどんなスープ?\
	['進歩', '進歩', '進歩', '答えられない', '進歩', '答えられない', '答えられない', '答えられない', '進歩', '進歩']	progresso
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00003857.jpg	answer ja When the provided information is insufficient, respond with '答えられない'. これは食材の缶だ 教えてもらえるか?\
	['緑豆', '緑豆', '緑豆', '緑豆', '緑豆', '答えられない', '緑豆', '', '緑豆', '緑豆']	答えられない
