image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: その紙に何が書いてあるのか.\
When the provided information is insufficient, respond with '答えられない'.\
Answer the question in Japanese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['答えられない', 'オーストラリア郵便局', '郵便局', '答えられない', 'オーストラリア郵便局', 'オーストリア 郵便局', 'オーストラリア郵便局', 'オーストラリア郵便局', '答えられない', 'オーストラリア郵便局']	australia post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: このコンピューターの画面に何が書かれているか教えて下さい.\
When the provided information is insufficient, respond with '答えられない'.\
Answer the question in Japanese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['時計の天気等のためのアイコン', '開始ウィンドウ', 'デスクトップ', '時計', '時計', 'アイコン', 'デスクトップアイコン', '答えられない', 'デスクトップアイコン', 'アイコン']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: これはどんなCDですか?\
When the provided information is insufficient, respond with '答えられない'.\
Answer the question in Japanese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['空白', '空白CD', 'マックスウェル', 'マクセルCDR', '空白', '空白', '毛布', '空白', '空白', 'マクセル']	答えられない
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: 何の写真か?\
When the provided information is insufficient, respond with '答えられない'.\
Answer the question in Japanese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['足', '足', '足の傷', '足', '足', '足', '足', '足', '足', '足']	足の写真
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: この缶は何なのか教えて下さい.\
When the provided information is insufficient, respond with '答えられない'.\
Answer the question in Japanese using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
