image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	answer hu When the provided information is insufficient, respond with 'megválaszolhatatlan'. Mi van az árucikkben?\
	['megválaszolhatatlan', 'Ausztrália', 'poszt', 'megválaszolhatatlan', 'Ausztrália', 'Ausztrália posta', 'Ausztrália', 'Ausztrália', 'megválaszolhatatlan', 'Ausztrália']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	answer hu When the provided information is insufficient, respond with 'megválaszolhatatlan'. Meg tudná mondani, mi van a képernyőn?\
	['Időjárás, stb.', 'indítási ablak', 'asztali asztal', 'Óránk', 'Óránk', 'ikonok', 'asztali ikonok', 'megválaszolhatatlan', 'asztali ikonok', 'ikonok']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	answer hu When the provided information is insufficient, respond with 'megválaszolhatatlan'. Mi ez a CD?\
	['üres', 'üres cd', 'Maxwell', 'Maxell CD r', 'üres', 'üres', 'takaró', 'üres', 'üres', 'Maxell']	maxell cd r
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	answer hu When the provided information is insufficient, respond with 'megválaszolhatatlan'. Mi ez a kép?\
	['láb', 'láb', 'lábkarcolás', 'láb', 'láb', 'láb', 'láb', 'láb', 'láb', 'láb']	A láb jobb oldalán látható.
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	answer hu When the provided information is insufficient, respond with 'megválaszolhatatlan'. Meg tudná mondani, mi ez a doboz?\
	['vadászat', 'Manwich', 'Manwich', 'Vadászik, csúnya Joe szósz.', '- Eléggé elcseszett.', 'Manwich', '- Ki az a férfi, aki merész, elcseszett Joe szósz.', 'szűk', 'Manwich', '- Joe, a csúnya.']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001540.jpg	answer hu When the provided information is insufficient, respond with 'megválaszolhatatlan'. - Mi ez? - Nem tudom.\
