image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001089.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Kağıda ne yazıyor?\
When the provided information is insufficient, respond with 'cevaplanamaz'.\
Answer the question in Turkish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['cevaplanamaz', 'Avustralya Postası', 'posta', 'cevaplanamaz', 'Avustralya Postası', 'Avustralya Postası', 'Avustralya Postası', 'Avustralya Postası', 'cevaplanamaz', 'Avustralya Postası']	Australia Post
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00000603.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Lütfen bana bu bilgisayar ekranında ne olduğunu söyleyebilir misiniz?\
When the provided information is insufficient, respond with 'cevaplanamaz'.\
Answer the question in Turkish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['Saat hava durumu için simgeler vb.', 'Başlatma penceresi', 'masaüstü', 'saat', 'saat', 'simgeler', 'Masaüstü simgeleri', 'cevaplanamaz', 'Masaüstü simgeleri', 'simgeler']	bilgisayar ekranı
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002074.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Bu hangi CD?\
When the provided information is insufficient, respond with 'cevaplanamaz'.\
Answer the question in Turkish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['boşluk', 'Boş cd', 'Maxwell', 'Maxell CD r', 'boşluk', 'boşluk', 'battaniye', 'boşluk', 'boşluk', 'Maxell']	maxell
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00001467.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Bu resim de ne?\
When the provided information is insufficient, respond with 'cevaplanamaz'.\
Answer the question in Turkish using a single word or phrase.<|im_end|>\
<|im_start|>assistant\
	['ayak', 'ayak', 'Ayağın çizildiği', 'ayak', 'ayak', 'ayak', 'ayak', 'ayak', 'ayak', 'ayak']	ayak
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00004201.jpg	<|im_start|>system\
You are a helpful assistant.<|im_end|>\
<|im_start|>user\
<|vision_start|><|image_pad|><|vision_end|>Question: Bu kutu neyin içinde lütfen?\
When the provided information is insufficient, respond with 'cevaplanamaz'.\
Answer the question in Turkish using a single word or phrase.<|im_end|>\
